code;number;edition;character;series;quality;obtainedDate;obtainedTimestamp;burnValue;dye.code;dye.name;frame;morphed;trimmed;tag;alias;wishlists;fights;dropQuality;dropper;grabber;guild;worker.effort;worker.style;worker.purity;worker.grabber;worker.dropper;worker.quickness;worker.toughness;worker.vanity;worker.recoveryDate;worker.recoveryTimestamp
klg2bt;4635;2;Mei Misaki;Another;2;Fri, 04 Jun 2021 19:40:03 GMT;1,62284E+12;77;;;;No;No;another;;200;5;2;7,32966E+17;7,32966E+17;7,21059E+17;58;F;S;S;S;S;S;A;;
klzjbh;13151;1;Taiyou Ooga;ORESUKI: Are you the only one who loves me?;3;Fri, 04 Jun 2021 17:12:35 GMT;1,62283E+12;9;;;;No;No;watchlater;;1;0;3;5,794E+17;7,32966E+17;7,04015E+17;5;F;S;S;F;B;F;B;;
kl136n;458;2;Russel;Black Lagoon: The Second Barrage;2;Fri, 04 Jun 2021 16:52:48 GMT;1,62283E+12;14;;;;No;No;lp;;1;0;2;7,32966E+17;7,32966E+17;7,04015E+17;10;F;S;S;S;S;F;A;;
k3xf5c;3827;2;Iroha Isshiki;My Teen Romantic Comedy SNAFU TOO!;4;Fri, 04 Jun 2021 16:16:37 GMT;1,62282E+12;274;;;;No;Yes;oregairu;Irohasu;129;0;4;;2,26766E+17;8,21988E+17;149;F;S;F;F;F;F;A;;
kkb4zs;1661;2;Eris Boreas Greyrat;Mushoku Tensei: Jobless Reincarnation;3;Fri, 04 Jun 2021 15:22:56 GMT;1,62282E+12;163;;;;No;No;jobless;;783;0;2;5,76846E+17;5,76846E+17;7,61018E+17;96;F;A;F;F;A;F;A;;
klwmw3;8586;1;Amnesia;Wandering Witch: The Journey of Elaina;1;Fri, 04 Jun 2021 13:37:48 GMT;1,62281E+12;8;;;;No;No;elaina;;4;0;1;7,5088E+17;6,07917E+17;6,32549E+17;5;F;S;F;F;A;F;A;;
kl0699;3849;2;Emma Verde;Love Live! Nijigasaki High School Idol Club;2;Fri, 04 Jun 2021 11:51:36 GMT;1,62281E+12;33;;;;No;No;cute;;6;0;2;;7,32966E+17;7,97212E+17;20;F;S;S;F;B;F;A;;
kfcff0;13219;1;Judecca;Trinity Seven Movie 2: Heavens Library & Crimson Lord;0;Fri, 04 Jun 2021 08:59:55 GMT;1,6228E+12;5;;;;No;No;trinity;;3;0;0;;7,32966E+17;7,97212E+17;1;F;S;S;F;D;F;B;;
klmnpt;192;1;Beelzebub;I've Been Killing Slimes for 300 Years and Maxed Out My Level;4;Fri, 04 Jun 2021 08:54:31 GMT;1,6228E+12;153;;;;No;No;slimes;;41;0;4;6,62529E+17;7,32966E+17;7,21059E+17;99;F;S;S;F;B;F;A;;
kf6mtg;3285;2;Ryouki;Senran Kagura: Estival Versus;4;Fri, 04 Jun 2021 07:02:26 GMT;1,62279E+12;186;;;;No;No;cute;;21;3;4;7,32966E+17;7,32966E+17;7,04015E+17;135;F;S;S;S;S;B;A;;
kfxfmx;13219;1;Misaki Kamiigusa;The Pet Girl of Sakurasou;3;Fri, 04 Jun 2021 06:40:25 GMT;1,62279E+12;27;;;;No;No;sakurasou;;12;0;3;;7,32966E+17;7,04015E+17;16;F;S;S;F;A;F;B;;
kf739h;6841;1;Younger Bin Brother;Tokyo Ghoul;2;Fri, 04 Jun 2021 04:47:44 GMT;1,62278E+12;11;;;;No;No;tokyo;;1;1;2;7,32966E+17;7,32966E+17;7,04015E+17;6;F;S;S;S;B;D;A;;
kfl6d6;269;1;Legion;Castlevania Season 3;3;Fri, 04 Jun 2021 03:16:55 GMT;1,62278E+12;11;;;;No;No;lp;;1;0;3;7,32966E+17;7,32966E+17;7,15844E+17;6;F;S;S;S;A;F;A;;
k9tvmg;13186;1;Keiko Sano;K-On!!;1;Thu, 03 Jun 2021 11:35:42 GMT;1,62272E+12;2;;;;No;No;watchlater;;0;0;1;2,57865E+17;7,32966E+17;7,97212E+17;1;F;S;S;F;F;F;B;;
k9f1rn;2198;1;Orochi;Jujutsu Kaisen;2;Thu, 03 Jun 2021 08:59:08 GMT;1,62271E+12;30;;;;No;No;jjk;;3;0;2;7,32966E+17;7,32966E+17;7,04015E+17;23;F;S;S;S;A;F;A;;
k93xt5;13200;1;Sachi Komine;The Fruit of Grisaia;2;Thu, 03 Jun 2021 07:10:49 GMT;1,6227E+12;15;;;;No;No;watchlater;;19;0;2;7,32966E+17;7,32966E+17;7,04015E+17;8;F;S;S;S;F;F;B;;
k93xtw;13110;1;Zelos Dragheart;Akashic Records of Bastard Magic Instructor;3;Thu, 03 Jun 2021 07:10:44 GMT;1,6227E+12;7;;;;No;No;rokudenashi;;0;0;3;7,63904E+17;7,32966E+17;7,04015E+17;5;F;S;S;F;C;F;B;;
k93g72;3592;2;Akako Koizumi;Magic Kaito 1412;3;Thu, 03 Jun 2021 06:48:20 GMT;1,6227E+12;37;;;;No;No;dcmk;;1;0;3;7,32966E+17;7,32966E+17;7,04015E+17;25;F;S;S;S;A;F;A;;
k9rx40;13085;1;Hijiri Kasuga;Trinity Seven;2;Thu, 03 Jun 2021 06:18:01 GMT;1,6227E+12;15;;;;No;No;trinity;;4;0;2;5,44063E+17;7,32966E+17;7,04015E+17;8;F;S;S;F;B;F;B;;
k9p7hp;12781;1;Mitsushita;Tokyo Ghoul:re 2nd Season;2;Thu, 03 Jun 2021 05:36:10 GMT;1,6227E+12;8;;;;No;No;tokyo;;0;0;2;7,32966E+17;7,32966E+17;7,04015E+17;5;F;S;S;S;A;F;A;;
k9j6vc;13009;1;Yusuke Urameshi;Yu Yu Hakusho;3;Thu, 03 Jun 2021 02:40:26 GMT;1,62269E+12;85;;;;No;No;fs;;223;1;3;7,32966E+17;7,32966E+17;7,04015E+17;51;F;S;S;S;B;D;C;;
k9bdxr;5460;1;Rosemary;Wandering Witch: The Journey of Elaina;1;Thu, 03 Jun 2021 02:28:51 GMT;1,62269E+12;6;;;;No;No;elaina;;2;0;1;4,78528E+17;6,07917E+17;6,32549E+17;5;F;S;F;F;C;F;B;;
k9bjm9;13117;1;Fumiya Kurimoto;Domestic Girlfriend;1;Thu, 03 Jun 2021 01:57:02 GMT;1,62269E+12;1;;;;No;No;watchlater;;1;0;1;7,32966E+17;7,32966E+17;7,04015E+17;0;F;S;S;S;S;F;B;;
k95pps;4160;2;Muru Muru;Future Diary;3;Thu, 03 Jun 2021 01:24:34 GMT;1,62268E+12;66;;;;No;No;diary;;4;1;3;7,32966E+17;7,32966E+17;7,04015E+17;48;F;S;S;S;A;D;A;;
k958bf;422;2;Roberta;Black Lagoon;4;Thu, 03 Jun 2021 01:24:18 GMT;1,62268E+12;132;;;;No;No;lp;;37;1;4;7,32966E+17;7,32966E+17;7,15844E+17;95;F;S;S;S;S;D;A;;
k95ppq;1494;2;AE3803;Cells at Work!;2;Thu, 03 Jun 2021 01:22:44 GMT;1,62268E+12;46;;;;No;No;watchlater;;23;2;2;7,32966E+17;7,32966E+17;7,04015E+17;33;F;S;S;S;A;C;A;;
kgnf01;97;1;Misono;Omoi, Omoware, Furi, Furare;2;Wed, 02 Jun 2021 09:48:02 GMT;1,62263E+12;3;;;;No;No;lp;;0;0;2;7,32966E+17;7,32966E+17;7,04015E+17;1;F;S;S;S;A;F;A;;
kg20tr;13224;1;Aultcray Melromarc;The Rising of the Shield Hero;3;Wed, 02 Jun 2021 05:03:16 GMT;1,62261E+12;15;;;;No;No;shield;;1;0;3;5,48788E+17;7,32966E+17;6,32549E+17;9;F;S;S;F;A;F;B;;
kg0pt4;2293;1;Belial;Combatants Will Be Dispatched!;3;Wed, 02 Jun 2021 03:42:50 GMT;1,62261E+12;40;;;;No;No;sentouin;;4;2;3;4,13473E+17;4,13473E+17;7,15844E+17;26;F;S;F;F;A;C;B;;
kg09cr;12842;1;Nanako Onodera;Nisekoi;2;Wed, 02 Jun 2021 03:42:45 GMT;1,62261E+12;9;;;;No;No;nisekoi;;1;0;2;4,79315E+17;7,32966E+17;7,21059E+17;5;F;S;S;F;S;F;A;;
k3np5z;3926;2;Mai Zenin;Jujutsu Kaisen;2;Tue, 01 Jun 2021 16:27:26 GMT;1,62256E+12;85;;;;No;No;jjk;;100;3;2;7,32966E+17;7,32966E+17;7,04015E+17;59;F;S;S;S;S;B;A;;
k3nmt3;7207;1;Rino;Princess Connect! Re: Dive;2;Tue, 01 Jun 2021 16:09:02 GMT;1,62256E+12;18;;;;No;No;cute;;4;0;2;4,01983E+17;7,32966E+17;7,04015E+17;11;F;S;S;F;F;F;B;;
k3jp8g;3989;2;Komekko;KonoSuba: God's blessing on this wonderful world! 2;2;Tue, 01 Jun 2021 15:59:44 GMT;1,62256E+12;42;;;;No;No;konosuba;;17;2;2;7,32966E+17;7,32966E+17;7,04015E+17;30;F;S;S;S;S;C;A;;
28rtjf;76;2;Roxy Migurdia;Mushoku Tensei: Jobless Reincarnation;4;Tue, 01 Jun 2021 13:15:33 GMT;1,62255E+12;327;;;;Yes;No;jobless;;1129;0;2;;8,1612E+17;8,14054E+17;171;F;B;F;F;F;F;A;;
k3hjs4;36;2;Master Chinan;Gundam Build Fighters;3;Tue, 01 Jun 2021 12:52:01 GMT;1,62255E+12;28;;;;No;No;lp;;1;0;3;;7,32966E+17;7,97212E+17;18;F;S;S;F;A;F;A;;
kr6qv6;1099;2;Kouko Kaga;Golden Time;1;Tue, 01 Jun 2021 07:32:05 GMT;1,62253E+12;27;;;;No;No;watchlater;;68;3;1;7,32966E+17;7,32966E+17;7,04015E+17;20;F;S;S;S;A;B;A;;
ww92l7;10932;1;Haru Onodera;Nisekoi:;2;Tue, 01 Jun 2021 06:29:34 GMT;1,62253E+12;21;;;;No;No;nisekoi;;6;0;2;2,04279E+17;7,59324E+17;6,32549E+17;13;F;S;F;F;A;F;A;;
wcdkjl;2145;1;Arch;Re:ZERO -Starting Life in Another World- Season 2;4;Tue, 01 Jun 2021 06:29:34 GMT;1,62253E+12;52;;;;No;No;zero;;1;1;4;5,98763E+17;7,59324E+17;7,04015E+17;34;F;S;F;F;B;D;A;;
ql55c5;5441;1;Echidna;Re:ZERO -Starting Life in Another World- Season 2;3;Tue, 01 Jun 2021 06:29:34 GMT;1,62253E+12;153;;;;No;No;zero;;385;8;2;7,59324E+17;7,59324E+17;7,21059E+17;96;F;A;F;F;A;S;B;;
kkbxv5;3795;2;Enishi Yuzaki;Tonikaku Kawaii;4;Tue, 01 Jun 2021 06:29:34 GMT;1,62253E+12;74;;;;No;No;watchlater;;2;1;4;7,59324E+17;7,59324E+17;7,04015E+17;48;F;S;F;F;A;D;A;;
kpxnbx;8494;1;Selena;Wandering Witch: The Journey of Elaina;1;Tue, 01 Jun 2021 02:55:31 GMT;1,62252E+12;6;;;;No;No;elaina;;1;0;1;;6,07917E+17;7,65957E+17;5;F;S;F;F;A;F;A;;
krffng;3605;2;Seras Victoria;Hellsing;2;Tue, 01 Jun 2021 02:48:40 GMT;1,62252E+12;55;;;;No;No;gold;;130;0;2;7,32966E+17;7,32966E+17;7,04015E+17;36;F;S;S;S;A;F;A;;
krrnv1;9633;1;Anastasia Hoshin;Re:ZERO -Starting Life in Another World-;3;Tue, 01 Jun 2021 00:22:05 GMT;1,62251E+12;56;;;;No;No;zero;;5;1;3;3,08673E+17;7,32966E+17;7,04015E+17;35;F;S;S;F;A;D;B;;
kps22j;3737;2;Ryuuko Matoi;Kill La Kill;1;Mon, 31 May 2021 13:07:26 GMT;1,62247E+12;43;;;;No;No;fs;;570;4;1;7,32966E+17;7,32966E+17;7,21059E+17;31;F;S;S;S;S;A;A;;
kpt4td;5871;1;Dimitri Alexandre Blaiddyd;Fire Emblem: Three Houses;1;Mon, 31 May 2021 11:11:36 GMT;1,62246E+12;17;;;;No;No;fs;;172;0;1;7,32966E+17;7,32966E+17;7,04015E+17;9;F;S;S;S;A;F;B;;
kpgqr7;4048;2;Airi Sakura;Classroom of the Elite;2;Mon, 31 May 2021 07:06:18 GMT;1,62244E+12;56;;;;No;No;cote;;108;0;2;7,32966E+17;7,32966E+17;7,04015E+17;36;F;S;S;S;S;F;A;;
kpkt7z;12841;1;Hijiri Kasuga;Trinity Seven;3;Mon, 31 May 2021 01:52:35 GMT;1,62243E+12;31;;;;No;No;trinity;;4;0;3;3,42322E+17;3,74547E+17;7,21059E+17;19;F;S;F;F;B;F;A;;
kpbj00;12743;1;Yui Kurata;Trinity Seven;2;Mon, 31 May 2021 01:41:14 GMT;1,62243E+12;22;;;;No;No;trinity;;15;0;2;5,15035E+17;7,32966E+17;7,21059E+17;15;F;S;S;F;A;F;A;;
k431xq;3381;2;Meme Oshino;Bakemonogatari;2;Sun, 30 May 2021 13:16:21 GMT;1,62238E+12;39;;;;No;No;watchlater;;33;1;2;7,32966E+17;7,32966E+17;7,04015E+17;29;F;S;S;S;A;D;A;;
k4pfp5;3736;2;Sakonji Urokodaki;Demon Slayer: Kimetsu no Yaiba;2;Sun, 30 May 2021 11:47:44 GMT;1,62238E+12;73;;;;No;No;demon;;27;0;2;7,32966E+17;7,32966E+17;7,57946E+17;49;F;S;S;S;S;F;A;;
k40dfj;12820;1;Nana Yoneyama;Rascal Does Not Dream of Bunny Girl Senpai;0;Sun, 30 May 2021 02:33:54 GMT;1,62234E+12;2;;;;No;No;aobuta;;1;0;0;7,33818E+17;7,32966E+17;7,21059E+17;1;F;S;S;F;A;F;A;;
k40bgz;3203;2;Saguru Hakuba;Magic Kaito 1412;3;Sun, 30 May 2021 02:10:59 GMT;1,62234E+12;30;;;;No;No;dcmk;;4;0;3;7,32966E+17;7,32966E+17;7,04015E+17;21;F;S;S;S;A;F;A;;
k4v2r2;12970;1;Eita Kidou;Ore no Kanojo to Osananajimi ga Shuraba Sugiru;3;Sun, 30 May 2021 01:40:26 GMT;1,62234E+12;12;;;;No;No;watchlater;;1;0;3;7,32966E+17;7,32966E+17;7,04015E+17;8;F;S;S;S;S;F;A;;
kzsb5h;12759;1;Lilith Asami;Trinity Seven;2;Sun, 30 May 2021 01:08:19 GMT;1,62234E+12;23;;;;No;No;trinity;;44;1;2;7,54532E+17;7,54532E+17;7,21059E+17;14;F;S;F;F;A;D;A;;
kzndqq;2111;2;Kyoko Honda;Fruits Basket;4;Sat, 29 May 2021 15:13:26 GMT;1,6223E+12;163;;;;No;No;fruits;;12;0;4;;7,32966E+17;7,97212E+17;105;F;S;S;F;A;F;A;;
knfgq5;2207;2;Sonia Nevermind;Danganronpa 2: Goodbye Despair;3;Sat, 29 May 2021 14:51:57 GMT;1,6223E+12;128;;;;No;No;watchlater;;28;0;3;7,25716E+17;7,25716E+17;8,43382E+17;76;F;S;F;F;B;F;A;;
kz5q24;3208;2;Estelle;Wandering Witch: The Journey of Elaina;0;Sat, 29 May 2021 13:25:51 GMT;1,62229E+12;7;;;;No;No;elaina;;2;0;0;2,57886E+17;6,07917E+17;6,32549E+17;5;F;S;F;F;A;F;A;;
kzwc2c;12877;1;Orin Miyashiro;Future Diary;2;Sat, 29 May 2021 10:55:08 GMT;1,62229E+12;7;;;;No;No;diary;;1;0;2;7,32966E+17;7,32966E+17;7,15844E+17;5;F;S;S;S;A;F;A;;
kz2pmf;12835;1;Quark;Re:ZERO -Starting Life in Another World-;3;Sat, 29 May 2021 09:39:06 GMT;1,62228E+12;15;;;;No;No;zero;;1;0;3;7,32966E+17;7,32966E+17;7,04015E+17;10;F;S;S;S;S;F;A;;
kzh2m5;3185;2;Hideyoshi Nagachika;Tokyo Ghoul;3;Sat, 29 May 2021 08:28:57 GMT;1,62228E+12;151;;;;No;No;tokyo;;95;0;3;7,32966E+17;7,32966E+17;7,04015E+17;103;F;S;S;S;S;F;A;;
kzvwrd;12853;1;Aritamis Donpanina Taios;Fruits Basket 1st Season;2;Sat, 29 May 2021 06:15:44 GMT;1,62227E+12;6;;;;No;No;fruits;;0;0;2;7,32966E+17;7,32966E+17;7,04015E+17;5;F;S;S;S;S;F;A;;
kzmrt2;3113;2;Kurumi Shiratori;D4DJ First Mix;2;Sat, 29 May 2021 05:49:20 GMT;1,62227E+12;28;;;;No;No;cute;;16;1;2;7,32966E+17;7,32966E+17;7,04015E+17;19;F;S;S;S;S;D;A;;
k1cs4t;12649;1;Demon King;Fruits Basket 1st Season;2;Sat, 29 May 2021 05:19:06 GMT;1,62227E+12;7;;;;No;No;fruits;;1;0;2;7,32966E+17;7,32966E+17;7,04015E+17;5;F;S;S;S;S;F;A;;
k18wgj;8759;1;Ai Hayasaka;Kaguya-sama: Love Is War;2;Sat, 29 May 2021 00:48:33 GMT;1,62225E+12;75;;;;No;No;kaguya;;1107;1;0;7,32966E+17;7,32966E+17;7,04015E+17;44;F;B;S;S;S;D;C;;
k1mz16;9355;1;Emil;Wandering Witch: The Journey of Elaina;2;Fri, 28 May 2021 12:59:32 GMT;1,62221E+12;4;;;;No;No;elaina;;1;0;2;5,93703E+17;7,32966E+17;7,04015E+17;1;F;S;S;F;F;F;A;;
k1mmdj;12629;1;Haruko Chikada;K-On!!;2;Fri, 28 May 2021 12:51:00 GMT;1,62221E+12;4;;;;No;No;watchlater;;1;0;2;7,32966E+17;7,32966E+17;7,04015E+17;1;F;S;S;S;A;F;A;;
knx6mx;8990;1;Ren Honjo;Nana;2;Fri, 28 May 2021 11:09:23 GMT;1,6222E+12;8;;;;No;No;gift;;40;0;2;7,32966E+17;7,32966E+17;7,04015E+17;4;F;S;S;S;A;F;C;;
kn76lm;599;2;Margot Langer Richtger;Monster;3;Fri, 28 May 2021 08:32:56 GMT;1,62219E+12;32;;;;No;No;lp;;1;1;3;7,32966E+17;7,32966E+17;7,04015E+17;23;F;S;S;S;A;D;A;;
knff9x;8712;1;Gonta Gokuhara;Danganronpa V3: Killing Harmony;2;Fri, 28 May 2021 05:38:51 GMT;1,62218E+12;48;;;;No;No;watchlater;;46;1;2;7,32966E+17;7,32966E+17;7,04015E+17;30;F;S;S;S;S;D;C;;
knghdm;12641;1;Sorata Kanda;The Pet Girl of Sakurasou;3;Fri, 28 May 2021 03:59:06 GMT;1,62217E+12;43;;;;No;No;sakurasou;;10;0;3;7,32966E+17;7,32966E+17;7,04015E+17;28;F;S;S;S;S;F;B;;
knp7h2;8507;1;Claudia Hodgins;Violet Evergarden;2;Fri, 28 May 2021 02:38:26 GMT;1,62217E+12;26;;;;No;No;watchlater;;20;0;2;7,32966E+17;7,32966E+17;7,04015E+17;18;F;S;S;S;A;F;C;;
kj8x9g;8899;1;Balloon;The Rising of the Shield Hero;1;Thu, 27 May 2021 14:32:27 GMT;1,62213E+12;5;;;;No;No;shield;;1;0;1;6,43243E+17;7,32966E+17;7,04015E+17;1;F;S;S;F;A;F;A;;
kj8461;12731;1;Gang Orca;My Hero Academia 3;4;Thu, 27 May 2021 14:16:32 GMT;1,62212E+12;128;;;;No;No;mha;;10;1;4;7,32966E+17;7,32966E+17;7,04015E+17;86;F;S;S;S;A;D;A;;
kj9x61;12894;1;Tsukiko Tachibana;Domestic Girlfriend;3;Thu, 27 May 2021 13:11:41 GMT;1,62212E+12;14;;;;No;No;watchlater;;1;0;3;;7,32966E+17;7,97212E+17;9;F;S;S;F;B;F;A;;
kjgz5x;5764;1;Aurora;Tonikaku Kawaii;2;Thu, 27 May 2021 11:51:59 GMT;1,62212E+12;17;;;;No;No;watchlater;;1;0;2;7,32966E+17;7,32966E+17;7,04015E+17;9;F;S;S;S;A;F;B;;
kj46cc;3732;2;Zack;Angels of Death;2;Thu, 27 May 2021 08:52:43 GMT;1,62211E+12;80;;;;No;No;watchlater;;321;0;2;7,32966E+17;7,32966E+17;7,04015E+17;54;F;S;S;S;S;F;A;;
kj46cd;3645;2;Tsukihi Araragi;Bakemonogatari;2;Thu, 27 May 2021 08:52:32 GMT;1,62211E+12;51;;;;No;No;watchlater;;44;0;2;7,32966E+17;7,32966E+17;7,04015E+17;34;F;S;S;S;A;F;A;;
kj50qb;12600;1;Reisuke Houjou;Future Diary;0;Thu, 27 May 2021 04:05:05 GMT;1,62209E+12;2;;;;No;No;diary;;1;0;0;2,73479E+17;7,32966E+17;7,04015E+17;1;F;S;S;F;B;F;A;;
kjklnj;3646;2;Iris;Violet Evergarden;2;Thu, 27 May 2021 03:49:40 GMT;1,62209E+12;23;;;;No;No;watchlater;;1;0;2;7,32966E+17;7,32966E+17;7,04015E+17;18;F;S;S;S;A;F;A;;
kjqgfh;12619;1;Lesty;The Rising of the Shield Hero;2;Thu, 27 May 2021 01:40:57 GMT;1,62208E+12;11;;;;No;No;shield;;1;0;2;7,32966E+17;7,32966E+17;7,04015E+17;8;F;S;S;S;S;F;A;;
kjqnb5;3320;1;Mia;Konosuba: Fantastic Days!;2;Thu, 27 May 2021 01:25:18 GMT;1,62208E+12;16;;;;No;No;konosuba;;2;1;2;7,32966E+17;7,32966E+17;7,21059E+17;9;F;S;S;S;B;D;B;;
kbsczv;3949;2;Re=L Rayford;Akashic Records of Bastard Magic Instructor;2;Thu, 27 May 2021 01:08:02 GMT;1,62208E+12;44;;;;No;No;rokudenashi;;17;3;2;6,11082E+17;6,11082E+17;7,21059E+17;29;F;S;F;F;A;B;A;;
kbb17r;12748;1;Baymax;Baymax;4;Wed, 26 May 2021 12:59:44 GMT;1,62203E+12;153;;;;No;No;keep;;18;1;4;7,32966E+17;7,32966E+17;7,04015E+17;103;F;S;S;S;A;D;A;;
kbwwqh;12597;1;Chitose Karasuma;Girlish Number;2;Wed, 26 May 2021 10:39:41 GMT;1,62203E+12;8;;;;No;No;cute;;1;0;2;7,32966E+17;7,32966E+17;7,04015E+17;5;F;S;S;S;A;F;A;;
kb27js;1861;1;Shino;Wonder Egg Priority;2;Wed, 26 May 2021 10:24:32 GMT;1,62202E+12;10;;;;No;No;wonder;;1;0;2;7,32966E+17;7,32966E+17;7,04015E+17;8;F;S;S;S;A;F;A;;
kb2wfg;12742;1;Yasunori Nakajima;Tokyo Ghoul;1;Wed, 26 May 2021 09:56:51 GMT;1,62202E+12;2;;;;No;No;tokyo;;1;0;1;7,32966E+17;7,32966E+17;7,04015E+17;1;F;S;S;S;D;F;A;;
kb2w47;3740;2;Glass;The Rising of the Shield Hero;2;Wed, 26 May 2021 09:41:31 GMT;1,62202E+12;39;;;;No;No;shield;;24;1;2;7,32966E+17;7,32966E+17;7,04015E+17;29;F;S;S;S;A;D;A;;
kbqlrp;12723;1;Katou Sumiharu;Tokyo Ghoul: Jack;3;Wed, 26 May 2021 08:40:56 GMT;1,62202E+12;17;;;;No;No;tokyo;;1;0;3;7,32966E+17;7,32966E+17;7,04015E+17;10;F;S;S;S;S;F;A;;
k57rcz;3367;2;John Steinbeck;Bungou Stray Dogs 2nd Season;1;Wed, 26 May 2021 02:31:30 GMT;1,622E+12;15;;;;No;No;bsd;;2;2;1;7,32966E+17;7,32966E+17;7,15844E+17;10;F;S;S;S;S;C;A;;
k5thh8;12615;1;Raphael;The Seven Heavenly Virtues;2;Wed, 26 May 2021 01:45:56 GMT;1,62199E+12;11;;;;No;No;zero;;4;0;2;7,32966E+17;7,32966E+17;7,04015E+17;6;F;S;S;S;B;F;C;;
k5887h;8890;1;Zombie Dragon;The Rising of the Shield Hero;1;Wed, 26 May 2021 01:31:17 GMT;1,62199E+12;5;;;;No;No;shield;;1;0;1;6,59839E+17;7,32966E+17;7,04015E+17;1;F;S;S;F;C;F;B;;
k5kw13;3894;2;Jessica Bailey;Date a Live II;2;Tue, 25 May 2021 17:16:00 GMT;1,62196E+12;23;;;;No;No;dal;;1;0;2;2,19495E+17;7,32966E+17;7,21059E+17;16;F;S;S;F;B;F;A;;
wkskpf;10973;1;Old Woman;Classroom of the Elite;4;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;11;;;;No;No;cote;;1;0;4;8,06487E+17;8,06487E+17;6,32549E+17;8;F;S;F;F;A;F;A;;
wbs17h;11039;1;Minami Sagami;My Teen Romantic Comedy SNAFU TOO!;2;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;8;;;;No;No;oregairu;;1;0;2;7,32966E+17;8,06487E+17;6,32549E+17;5;F;S;F;S;F;F;A;;
wgbghw;11622;1;Claude;Nisekoi;0;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;1;;;;No;No;nisekoi;;1;0;0;4,7677E+17;8,06487E+17;7,21059E+17;0;F;S;F;F;F;F;A;;
wbh0wf;10918;1;Maid-chan;The Pet Girl of Sakurasou;1;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;3;;;;No;No;sakurasou;;1;0;1;4,54333E+17;8,06487E+17;7,21059E+17;1;F;S;F;F;C;F;A;;
w7s55r;11666;1;Kanae von Rosewald;Tokyo Ghoul:re;2;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;12;;;;No;No;tokyo;;5;0;2;8,06487E+17;8,06487E+17;7,04015E+17;8;F;S;F;F;A;F;A;;
w9gj7s;356;2;Kiyotaka Ijichi;Jujutsu Kaisen;0;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;13;;;;No;No;jjk;;7;0;0;8,06487E+17;8,06487E+17;7,57946E+17;8;F;S;F;F;S;F;A;;
wwh8p6;10854;1;Ukina;Tokyo Ghoul Root A;2;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;9;;;;No;No;tokyo;;1;0;2;8,06487E+17;8,06487E+17;6,32549E+17;5;F;S;F;F;A;F;A;;
w361pb;11497;1;Chie;Fruits Basket 1st Season;2;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;6;;;;No;No;fruits;;1;0;2;8,06487E+17;8,06487E+17;7,04015E+17;5;F;S;F;F;S;F;A;;
wk6zbk;10983;1;Ooka;My Teen Romantic Comedy SNAFU TOO!;2;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;3;;;;No;No;oregairu;;1;0;2;5,12157E+17;8,06487E+17;7,21059E+17;1;F;S;F;F;F;F;A;;
qpwmp7;86;1;Minami Suzuhara;Wonder Egg Priority;2;Tue, 25 May 2021 16:39:10 GMT;1,62196E+12;16;;;;No;No;wonder;;1;3;2;8,06487E+17;8,06487E+17;6,48032E+17;11;F;S;F;F;S;B;A;;
k5vv81;12490;1;Lake Forenheim;Akashic Records of Bastard Magic Instructor;0;Tue, 25 May 2021 14:07:39 GMT;1,62195E+12;1;;;;No;No;rokudenashi;;0;0;0;7,32966E+17;7,32966E+17;7,21059E+17;0;F;S;S;S;B;F;A;;
k5mgnv;3882;2;Jodie Starling;Detective Conan;3;Tue, 25 May 2021 13:51:05 GMT;1,62195E+12;42;;;;No;No;dcmk;;1;1;3;7,32966E+17;7,32966E+17;7,21059E+17;31;F;S;S;S;A;D;A;;
kksm10;3680;2;Sheila;Wandering Witch: The Journey of Elaina;3;Tue, 25 May 2021 11:26:46 GMT;1,62194E+12;59;;;;No;No;elaina;;3;0;3;3,35687E+17;6,07917E+17;6,32549E+17;35;F;S;F;F;A;F;A;;
kkdtsl;8060;1;Hoshimachi Suisei;Hololive: Holo no Graffiti;1;Tue, 25 May 2021 10:30:30 GMT;1,62194E+12;35;;;;No;No;cute;;687;1;1;7,32966E+17;7,32966E+17;7,04015E+17;23;F;S;S;S;S;D;C;;
kwf3vg;12591;1;Kazuichi Banzou;Tokyo Ghoul;1;Mon, 24 May 2021 13:47:55 GMT;1,62186E+12;4;;;;No;No;tokyo;;1;0;1;2,60003E+17;7,32966E+17;7,04015E+17;1;F;S;S;F;F;F;A;;
kw9zzc;746;2;Taiga Himuro;Skate-Leading Stars;2;Mon, 24 May 2021 13:03:03 GMT;1,62186E+12;18;;;;No;No;lp;;1;0;2;7,32966E+17;7,32966E+17;7,21059E+17;15;F;S;S;S;B;F;A;;
